kode,nama,transfer_id,koridor_id,description
K7.01,Kampung Melayu,,7,
K7.02,Bidara Cina,,7,
K7.03,Gelanggang Remaja,,7,
K7.04,Cawang Otista,,7,
K7.05,Cawang BNN,,7,
K7.06,Cawang UKI,,7,
K7.07,Sutoyo BKN,,7,
K7.08,Cililitan PGC,,7,
K7.09,Pasar Kramat Jati,,7,
K7.10,Pasar Induk,,7,
K7.11,RS Harapan Bunda,,7,
K7.12,Flyover Raya Bogor (Langsung menuju Kampung Rambutan setelah halte ini),,7,
K7.13,Tanah Merdeka (Arah Kampung Melayu),,7,
K7.14,Kampung Rambutan,,7,
