kode,nama,transfer_id,koridor_id,description
K11.01,Walikota Jakarta Timur,,11,
K11.02,Penggilingan,,11,
K11.03,Perumnas Klender,,11,
K11.04,Flyover Radin Inten,,11,
K11.05,Buaran,,11,
K11.06,Kampung Sumur,,11,
K11.07,Flyover Klender,,11,
K11.08,Stasiun Klender,,11,
K11.09,Cipinang,,11,
K11.10,Imigrasi Jakarta Timur,,11,
K11.11,Pasar Enjo,,11,
K11.12,Flyover Jatinegara,,11,
K11.13,Stasiun Jatinegara 2,,11,
K11.14,Jatinegara Rs. Premier,,11,
K11.15,Kampung Melayu,,11,
