kode,nama,transfer_id,koridor_id,description
K3.01,Kalideres,,3,
K3.02,Pesakih,,3,
K3.03,Sumur Bor,,3,
K3.04,Rawa Buaya,,3,
K3.05,Jembatan Baru,,3,
K3.06,Dispenda,,3,
K3.07,Jembatan Gantung,,3,
K3.08,Taman Kota,,3,
K3.09,Indosiar,,3,
K3.10,Jelambar,,3,
K3.11,Grogol 1,,3,
K3.12,Sumber Waras,,3,
K3.13,Harmoni Sentral,,3,
K3.14,Pecenongan,,3,
K3.15,Juanda,,3,
K3.17,Pasar Baru,,3,
