kode,nama,transfer_id,koridor_id,description
K4.01,Pulo Gadung,,4,
K4.02,Pasar Pulo Gadung,,4,
K4.03,TU Gas,,4,
K4.04,Layur,,4,
K4.05,Pemuda Rawamangun,,4,
K4.06,Velodrome,,4,
K4.07,Sunan Giri,,4,
K4.08,UNJ,,4,
K4.09,Pramuka BPKP,,4,
K4.10,Pramuka LIA,,4,
K4.11,Utan Kayu,,4,
K4.12,Pasar Genjing,,4,
K4.13,Matraman 2,,4,
K4.14,Manggarai,,4,
K4.15,Pasar Rumput,,4,
K4.16,Halimun,,4,
K4.17,Dukuh Atas 2,,4,
