kode,nama,transfer_id,koridor_id,description
K5.01,Ancol,,5,
K5.02,Pademangan,,5,
K5.03,Mangga Dua Square,,5,
K5.04,Jembatan Merah,,5,
K5.05,Pasar Baru Timur,,5,
K5.06,Budi Utomo,,5,
K5.07,Senen Sentral,,5,
K5.08,Pal Putih,,5,
K5.09,Kramat Sentiong NU,,5,
K5.10,Salemba UI,,5,
K5.11,Salemba Carolus,,5,
K5.12,Matraman 1,,5,
K5.13,Tegalan,,5,
K5.14,Slamet Riyadi,,5,
K5.15,Kebon Pala,,5,
K5.16,Pasar Jatinegara,,5,
K5.17,Jatinegara Rs. Premier,,5,
K5.18,Kampung Melayu,,5,
